coord_ref_sys_code,coord_ref_sys_name,area_of_use_code,coord_ref_sys_kind,coord_sys_code,datum_code,source_geogcrs_code,projection_conv_code,cmpd_horizcrs_code,cmpd_vertcrs_code,crs_scope,remarks,information_source,data_source,revision_date,change_id,show_crs,deprecated
26195,Merchich / Sahara Sud,2789,projected,4499,,4261,18135,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2002/09/19,,1,0
26237,Massawa / UTM zone 37N,1089,projected,4400,,4262,16037,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26331,Minna / UTM zone 31N,1716,projected,4400,,4263,16031,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26332,Minna / UTM zone 32N,3812,projected,4400,,4263,16032,,,Large and medium scale topographic mapping and engineering survey.,There is some use of this projected CRS in E&P to facilitate area calculations of those offshore deepwater Nigerian blocks falling mainly within zone 32N but with some portion of the block west of 6°E longitude.,OGP,OGP,2011/02/25,2011.007,1,0
26391,Minna / Nigeria West Belt,1715,projected,4400,,4263,18151,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26392,Minna / Nigeria Mid Belt,1714,projected,4400,,4263,18152,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26393,Minna / Nigeria East Belt,1713,projected,4400,,4263,18153,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26432,Mhast / UTM zone 32S,1318,projected,4400,,4264,16132,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,1
26591,Monte Mario (Rome) / Italy zone 1,1718,projected,4499,,4806,18121,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,1
26592,Monte Mario (Rome) / Italy zone 2,1719,projected,4499,,4806,18122,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,1
26632,M'poraloko / UTM zone 32N,1696,projected,4400,,4266,16032,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26692,M'poraloko / UTM zone 32S,1697,projected,4400,,4266,16132,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26701,NAD27 / UTM zone 1N,3374,projected,4400,,4267,16001,,,Medium scale topographic mapping.,,US Geological Survey,OGP,2006/03/16,,1,0
26702,NAD27 / UTM zone 2N,3375,projected,4400,,4267,16002,,,Medium scale topographic mapping.,,US Geological Survey,OGP,2006/03/16,,1,0
26703,NAD27 / UTM zone 3N,2133,projected,4400,,4267,16003,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26704,NAD27 / UTM zone 4N,2134,projected,4400,,4267,16004,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26705,NAD27 / UTM zone 5N,2135,projected,4400,,4267,16005,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26706,NAD27 / UTM zone 6N,2136,projected,4400,,4267,16006,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26707,NAD27 / UTM zone 7N,2137,projected,4400,,4267,16007,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26708,NAD27 / UTM zone 8N,2138,projected,4400,,4267,16008,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26709,NAD27 / UTM zone 9N,2139,projected,4400,,4267,16009,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26710,NAD27 / UTM zone 10N,2140,projected,4400,,4267,16010,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26711,NAD27 / UTM zone 11N,2141,projected,4400,,4267,16011,,,Large and medium scale topographic mapping and engineering survey.,"In Mexico, replaced by Mexican Datum of 1993 / UTM zone 11N (code 4484). In Canada and USA, replaced by NAD83 / UTM zone 11N (code 26911).",,OGP,2009/11/24,2009.087,1,0
26712,NAD27 / UTM zone 12N,2142,projected,4400,,4267,16012,,,Large and medium scale topographic mapping and engineering survey.,"In Mexico, replaced by Mexican Datum of 1993 / UTM zone 12N (code 4485).  In Canada and USA, replaced by NAD83 / UTM zone 12N (code 26912).",,OGP,2009/11/24,2009.087,1,0
26713,NAD27 / UTM zone 13N,2143,projected,4400,,4267,16013,,,Large and medium scale topographic mapping and engineering survey.,"In Mexico, replaced by Mexican Datum of 1993 / UTM zone 13N (code 4484). In Canada and USA, replaced by NAD83 / UTM zone 13N (code 26913).",,OGP,2009/11/24,2009.087,1,0
26714,NAD27 / UTM zone 14N,2144,projected,4400,,4267,16014,,,Large and medium scale topographic mapping and engineering survey.,"See NAD27 / BLM 14N (ftUS) (code 32064) for non-metric equivalent used in US Gulf of Mexico.  In Mexico, replaced by Mexicand Datum of 1993 / UTM zone 14N (code 4487). In Canada and USA, replaced by NAD83 / UTM zone 14N (code 26914).",,OGP,2009/11/24,2009.087,1,0
26715,NAD27 / UTM zone 15N,2145,projected,4400,,4267,16015,,,Large and medium scale topographic mapping and engineering survey.,"Replaced by NAD27(76) / UTM 15N (code 2027) in Ontario, by NAD83 / UTM 15N (code 26915) elsewhere in Canada & USA, & by Mexican Datum of 1993 / UTM 15N (code 4488) in Mexico. See NAD27 / BLM 15N (ftUS) (code 32065) for ftUS equivalent used in US GoM.",,OGP,2009/11/24,2009.087,1,0
26716,NAD27 / UTM zone 16N,2146,projected,4400,,4267,16016,,,Large and medium scale topographic mapping and engineering survey.,"Replaced by NAD27(76) / UTM 16N (code 2028) in Ontario, by NAD83 / UTM 16N (code 26916) elsewhere in Canada and USA, and by Mexican Datum of 1993 / UTM 16N (code 4489) in Mexico. See NAD27 / BLM 16N (ftUS) (code 32066) for ftUS equivalent used in US GoM.",,OGP,2009/11/24,2009.087,1,0
26717,NAD27 / UTM zone 17N,2147,projected,4400,,4267,16017,,,Large and medium scale topographic mapping and engineering survey.,In Ontario replaced by NAD27(76) / UTM zone 17N (code 2029). In Quebec replaced by NAD27(CGQ77) / UTM zone 17N (code 2031). See NAD27 / BLM 17N (feet) (code 32067) for non-metric equivalent used in US Gulf of Mexico.,,OGP,1995/06/02,,1,0
26718,NAD27 / UTM zone 18N,2148,projected,4400,,4267,16018,,,Large and medium scale topographic mapping and engineering survey.,In Ontario replaced by NAD27(76) / UTM zone 18N (code 2030). In Quebec replaced by NAD27(CGQ77) / UTM zone 18N (code 2032).,,OGP,1995/06/02,,1,0
26719,NAD27 / UTM zone 19N,2149,projected,4400,,4267,16019,,,Large and medium scale topographic mapping and engineering survey.,In Quebec replaced by NAD27(CGQ77) / UTM zone 19N (code 2033).,,OGP,1995/06/02,,1,0
26720,NAD27 / UTM zone 20N,2150,projected,4400,,4267,16020,,,Large and medium scale topographic mapping and engineering survey.,In Quebec replaced by NAD27(CGQ77) / UTM zone 20N (code 2034).,,OGP,1995/06/02,,1,0
26721,NAD27 / UTM zone 21N,3891,projected,4400,,4267,16021,,,Large and medium scale topographic mapping and engineering survey.,In Quebec replaced by NAD27(CGQ77) / UTM zone 21N (code 2035).,,OGP,2011/07/20,2011.061,1,0
26722,NAD27 / UTM zone 22N,2152,projected,4400,,4267,16022,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26729,NAD27 / Alabama East,2154,projected,4497,,4267,10101,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26730,NAD27 / Alabama West,2155,projected,4497,,4267,10102,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26731,NAD27 / Alaska zone 1,2156,projected,4497,,4267,15001,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26732,NAD27 / Alaska zone 2,2158,projected,4497,,4267,15002,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26733,NAD27 / Alaska zone 3,2159,projected,4497,,4267,15003,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26734,NAD27 / Alaska zone 4,2160,projected,4497,,4267,15004,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26735,NAD27 / Alaska zone 5,2161,projected,4497,,4267,15005,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26736,NAD27 / Alaska zone 6,2162,projected,4497,,4267,15006,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26737,NAD27 / Alaska zone 7,2163,projected,4497,,4267,15007,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26738,NAD27 / Alaska zone 8,2164,projected,4497,,4267,15008,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26739,NAD27 / Alaska zone 9,2165,projected,4497,,4267,15009,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26740,NAD27 / Alaska zone 10,2157,projected,4497,,4267,15010,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26741,NAD27 / California zone I,2175,projected,4497,,4267,10401,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26742,NAD27 / California zone II,2176,projected,4497,,4267,10402,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26743,NAD27 / California zone III,2177,projected,4497,,4267,10403,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26744,NAD27 / California zone IV,2178,projected,4497,,4267,10404,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26745,NAD27 / California zone V,2179,projected,4497,,4267,10405,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26746,NAD27 / California zone VI,2180,projected,4497,,4267,10406,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26747,NAD27 / California zone VII,2181,projected,4497,,4267,10407,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,1
26748,NAD27 / Arizona East,2167,projected,4497,,4267,10201,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,1995.250 2000.091,1,0
26749,NAD27 / Arizona Central,2166,projected,4497,,4267,10202,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/08/22,1995.250,1,0
26750,NAD27 / Arizona West,2168,projected,4497,,4267,10203,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,1995.250 2000.091,1,0
26751,NAD27 / Arkansas North,2169,projected,4497,,4267,10301,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26752,NAD27 / Arkansas South,2170,projected,4497,,4267,10302,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26753,NAD27 / Colorado North,2184,projected,4497,,4267,10501,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26754,NAD27 / Colorado Central,2183,projected,4497,,4267,10502,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26755,NAD27 / Colorado South,2185,projected,4497,,4267,10503,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26756,NAD27 / Connecticut,1377,projected,4497,,4267,10600,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26757,NAD27 / Delaware,1378,projected,4497,,4267,10700,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26758,NAD27 / Florida East,2186,projected,4497,,4267,10901,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26759,NAD27 / Florida West,2188,projected,4497,,4267,10902,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26760,NAD27 / Florida North,2187,projected,4497,,4267,10903,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26766,NAD27 / Georgia East,2189,projected,4497,,4267,11001,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26767,NAD27 / Georgia West,2190,projected,4497,,4267,11002,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26768,NAD27 / Idaho East,2192,projected,4497,,4267,11101,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26769,NAD27 / Idaho Central,2191,projected,4497,,4267,11102,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26770,NAD27 / Idaho West,2193,projected,4497,,4267,11103,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26771,NAD27 / Illinois East,2194,projected,4497,,4267,11201,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26772,NAD27 / Illinois West,2195,projected,4497,,4267,11202,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26773,NAD27 / Indiana East,2196,projected,4497,,4267,11301,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26774,NAD27 / Indiana West,2197,projected,4497,,4267,11302,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26775,NAD27 / Iowa North,2198,projected,4497,,4267,11401,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26776,NAD27 / Iowa South,2199,projected,4497,,4267,11402,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26777,NAD27 / Kansas North,2200,projected,4497,,4267,11501,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26778,NAD27 / Kansas South,2201,projected,4497,,4267,11502,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26779,NAD27 / Kentucky North,2202,projected,4497,,4267,11601,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26780,NAD27 / Kentucky South,2203,projected,4497,,4267,11602,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26781,NAD27 / Louisiana North,2204,projected,4497,,4267,11701,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26782,NAD27 / Louisiana South,2205,projected,4497,,4267,11702,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26783,NAD27 / Maine East,2206,projected,4497,,4267,11801,,,Large and medium scale topographic mapping and engineering survey.,Replaced by Maine Coordinate System of 1983.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",OGP,2008/02/08,2000.091 2008.006,1,0
26784,NAD27 / Maine West,2207,projected,4497,,4267,11802,,,Large and medium scale topographic mapping and engineering survey.,Replaced by Maine Coordinate System of 1983.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",OGP,2008/02/08,2000.091 2008.006,1,0
26785,NAD27 / Maryland,1389,projected,4497,,4267,11900,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26786,NAD27 / Massachusetts Mainland,2209,projected,4497,,4267,12001,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26787,NAD27 / Massachusetts Island,2208,projected,4497,,4267,12002,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26791,NAD27 / Minnesota North,2214,projected,4497,,4267,12201,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26792,NAD27 / Minnesota Central,2213,projected,4497,,4267,12202,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26793,NAD27 / Minnesota South,2215,projected,4497,,4267,12203,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26794,NAD27 / Mississippi East,2216,projected,4497,,4267,12301,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26795,NAD27 / Mississippi West,2217,projected,4497,,4267,12302,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
26796,NAD27 / Missouri East,2219,projected,4497,,4267,12401,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2000/03/07,2000.091,1,0
26797,NAD27 / Missouri Central,2218,projected,4497,,4267,12402,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
