coord_op_code,coord_op_name,coord_op_type,source_crs_code,target_crs_code,coord_tfm_version,coord_op_variant,area_of_use_code,coord_op_scope,coord_op_accuracy,coord_op_method_code,uom_code_source_coord_diff,uom_code_target_coord_diff,remarks,information_source,data_source,revision_date,change_id,show_operation,deprecated
18434,Greenland zone 4 west,conversion,,,,,2565,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18435,Greenland zone 5 west,conversion,,,,,2566,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18436,Greenland zone 6 west,conversion,,,,,2567,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18437,Greenland zone 7 west,conversion,,,,,2568,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18441,CS63 zone A1,conversion,,,,,2772,Large scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2003-02-05,2003.050,1,0
18442,CS63 zone A2,conversion,,,,,2773,Large scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2003-02-05,2003.050,1,0
18443,CS63 zone A3,conversion,,,,,2774,Large scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2002-06-28,,1,0
18444,CS63 zone A4,conversion,,,,,2775,Large scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2002-06-28,,1,0
18446,CS63 zone K2,conversion,,,,,2776,Large scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2002-06-28,,1,0
18447,CS63 zone K3,conversion,,,,,2777,Large scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2002-06-28,,1,0
18448,CS63 zone K4,conversion,,,,,2778,Large scale topographic mapping and engineering survey.,0,9807,,,,KazGeodezia,OGP,2002-06-28,,1,0
18450,CS63 zone C0,conversion,,,,,3173,Large scale topographic mapping and engineering survey.,0,9807,,,,Informacines Technologijos Group,OGP,2005-12-21,,1,0
18451,CS63 zone C1,conversion,,,,,3174,Large scale topographic mapping and engineering survey.,0,9807,,,,Informacines Technologijos Group,OGP,2005-12-21,,1,0
18452,CS63 zone C2,conversion,,,,,3175,Large scale topographic mapping and engineering survey.,0,9807,,,,Informacines Technologijos Group,OGP,2005-12-21,,1,0
19839,Dubai Local Transverse Mercator,conversion,,,,,3531,"Cadastre, large scale topographic mapping and engineering survey.",0,9807,,,,Dubai Roads & Transport Authority.,OGP,2008-11-01,,1,0
19840,IBCAO Polar Stereographic,conversion,,,,,1996,Used as the base for constructing Digital Terrain Models of Arctic Bathymetry.,0,9829,,,Used for the International Bathymetric Chart of Arctic Ocean.,IBCAO Technical Reference and User Guide; http://www.ngdc.noaa.gov/mgg/bathymetry/arctic,OGP,2008-10-02,,1,0
19841,Swiss Oblique Mercator 1903C (Greenwich),conversion,,,,,1144,Large and medium scale topographic mapping and engineering survey.,0,9815,,,"Greenwich-based equivalent of LV03C, proj code 19923.",Swiss Federal Office of Topography.,OGP,2008-09-24,,1,0
19842,Arctic Polar Stereographic,conversion,,,,,1996,Used to serve the bathymetry of the Arctic Region as image tiles in a Web Mapping Service.,0,9829,,,Mirror of Antarctic Polar Stereographic (proj code 19992).,Lamont-Doherty Earth Observatory of Columbia University.,OGP,2008-09-19,,1,0
19843,Mercator 41,conversion,,,,,3508,Medium and small scale mapping.,0,9805,,,,New Zealand National Institute for Water and Atmospheric Research,OGP,2007-03-22,,1,0
19844,Ministry of Transport of Quebec Lambert,conversion,,,,,1368,Province-wide data management and mapping of road infrastructures.,0,9802,,,,"Ministère des Transports du Québec, http://www.mtq.gouv.qc.ca",OGP,2008-04-25,,1,0
19845,Slovene National Grid,conversion,,,,,1212,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced Slovenia Grid soon after Slovenian independence.,"Geodetska uprava Republike Slovenije, http://www.gu.gov.si",OGP,2008-04-11,,1,0
19846,World Equidistant Cylindrical,conversion,,,,,1262,Graticule coordinates in rectangular Cartesian form.,0,9842,,,Origin at intersection of equator and prime meridian. See projection code 19968 for spherical development.,OGP,OGP,2008-03-14,2009.023,1,1
19847,Popular Visualisation Mercator,conversion,,,,,1262,Web mapping and visualisation.,0,9841,,,Uses spherical development. Compared to ellipsoidal development errors of up to 800 metres may arise.,Microsoft,OGP,2008-03-14,2008.114,1,1
19848,Pitcairn TM 2006,conversion,,,,,3208,"Cadastre, large scale topographic mapping and engineering survey.",0,9807,,,,Pitcairn Island Government,OGP,2008-01-28,,1,0
19849,Bermuda 2000 National Grid,conversion,,,,,1047,"Cadastre, large scale topographic mapping and engineering survey.",0,9807,,,,Department of Lands Buildings and Surveys,OGP,2007-12-12,,1,0
19850,EPSG vertical perspective example,conversion,,,,,1263,Ficticious - example only !,0,9838,,,Example only.,EPSG Guidance Note #7-2.,OGP,2007-11-01,,1,0
19851,Croatia Transverse Mercator,conversion,,,,,1076,"Cadastre, large scale topographic mapping and engineering survey.",0,9807,,,Croatia LCC (code 19852) used for medium and small scale mapping..,State Geodetic Administration of the Republic of Croatia.,OGP,2007-09-29,,1,0
19852,Croatia Lambert Conformal Conic,conversion,,,,,1076,Medium and small scale mapping.,0,9802,,,"Croatia TM (code 19851) used for cadastre, large scale topographic mapping and engineering survey.",State Geodetic Administration of the Republic of Croatia.,OGP,2007-09-29,,1,0
19853,Portugual TM06,conversion,,,,,1294,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Applied to ETRS89.,Instituto Geográfico Português (IGP).,OGP,2007-08-15,,1,0
19854,South Georgia Lambert,conversion,,,,,3529,GIS,0,9802,,,,British Antarctic Survey.,OGP,2007-07-06,,1,0
19855,Mercator 41,conversion,,,,,3508,Medium and small scale mapping.,0,9804,,,,New Zealand National Institute for Water and Atmospheric Research,OGP,2007-03-22,,1,1
19856,TM Reunion,conversion,,,,,1196,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaces Gauss Laborde Reunion.,IGN Paris.,OGP,2007-03-13,,1,0
19857,Northwest Territories Lambert,conversion,,,,,3481,Territory-wide mapping and spatial data warehouseing.,0,9802,,,,"NWT Centre for Geomatics, http://maps.gnwtgeomatics.nt.ca",OGP,2007-02-19,,1,0
19858,Yukon Albers,conversion,,,,,2417,Territory-wide mapping and spatial data warehouse.,0,9822,,,,"Geomatics Yukon, http://geomaticsyukon.ca",OGP,2007-02-19,,1,0
19859,Fiji Map Grid,conversion,,,,,1094,"Topographic mapping, engineering and cadastral survey.",0,9807,,,Replaces Viti Levu Grid and Vanua Levu Grid (codes 19878-79).,"Department of Lands and Survey, Fiji.",OGP,2007-02-06,,1,0
19860,Jamaica Metric Grid 2001,conversion,,,,,3342,Large and medium scale topographic mapping and engineering survey.,0,9801,,,Replaces Jamaica National Grid (proj code 19910).,National Land Agency,OGP,2007-01-19,,1,0
19861,Laborde Grid,conversion,,,,,1149,Large and medium scale topographic mapping and engineering survey.,0,9813,,,"Longitude is referenced to the Paris meridian. Within a few hundred km of origin, may be approximated by Oblique Mercator method - see proj code 19911.",IGN Technical Note 74.,OGP,2007-01-11,,1,0
19862,Belgian Lambert 2005,conversion,,,,,1347,Large and medium scale topographic mapping and engineering survey.,0,9802,,,Introduced in 2005.,IGN Brussels www.ngi.be,OGP,2008-08-05,2008.060,1,0
19863,South China Sea Lambert,conversion,,,,,3470,Oil exploration.,0,9802,,,"Originally defined with FN=500000 at true origin. This is at 21° 00' 37.0619""N. But operators assumed that it was at 21°N exactly. Thus by common practice Nf=500000 at 21°N exactly. The potential ambiguity is 1138m.",Mobil Exploration.,OGP,2006-12-08,,1,0
19864,Singapore Transverse Mercator,conversion,,,,,1210,Cadastre.,0,9807,,,,Singapore Land Authority.,OGP,2006-10-13,,1,0
19865,US NSIDC Sea Ice polar stereographic north,conversion,,,,,1996,Delivery of DMSP SSM/I microwave imagery products.,0,9829,,,Used in polar research.,US National Snow and Ice Data Center,OGP,2006-12-14,,1,0
19866,US NSIDC Sea Ice polar stereographic south,conversion,,,,,1997,Delivery of DMSP SSM/I microwave imagery products.,0,9829,,,Used in polar research.,US National Snow and Ice Data Center,OGP,2006-12-14,,1,0
19867,US NSIDC Equal Area north projection,conversion,,,,,1996,Gridding including EASE-Grid and small scale digital mapping for environmental sciences in north polar region.,0,9821,,,See information source for equations to define Equal-Area Scalable Earth Grid (EASE-Grid) overlay.,"Brodzik, M. J., & Knowles, K. (2002). EASE-Grid: a versatile set of equal-area projections and grids. http://www.ncgia.ucsb.edu/globalgrids-book/ease_grid",OGP,2006-09-22,2009.007,1,1
19868,US NSIDC Equal Area south projection,conversion,,,,,1997,Gridding including EASE-Grid and small scale digital mapping for environmental sciences in south polar region.,0,9821,,,See information source for equations to define Equal-Area Scalable Earth Grid (EASE-Grid) overlay.,"Brodzik, M. J., & Knowles, K. (2002). EASE-Grid: a versatile set of equal-area projections and grids. http://www.ncgia.ucsb.edu/globalgrids-book/ease_grid",OGP,2006-09-22,2009.007,1,1
19869,US NSIDC Equal Area global projection,conversion,,,,,3463,Gridding including EASE-Grid and small scale digital mapping for environmental sciences in low- and mid latitudes.,0,9834,,,See information source for equations to define Equal-Area Scalable Earth Grid (EASE-Grid) overlay.,"Brodzik, M. J., & Knowles, K. (2002). EASE-Grid: a versatile set of equal-area projections and grids. http://www.ncgia.ucsb.edu/globalgrids-book/ease_grid",OGP,2006-12-14,,1,0
19870,Faroe Lambert,conversion,,,,,3248,"Cadastral survey, topographic mapping.",0,9826,,,,KMS,OGP,2006-08-04,,1,0
19871,Rectified Skew Orthomorphic Malaya Grid (chains),conversion,,,,,1690,Large and medium scale topographic mapping and engineering survey.,0,9812,,,"If using Oblique Mercator method (code 9815), Ec=23505.515 chSe(T), Nc=21992.646 chSe(T).",Defence Geographic Centre,OGP,2006-08-14,2006.730,1,0
19872,Rectified Skew Orthomorphic Malaya Grid (metres),conversion,,,,,1690,Large and medium scale topographic mapping and engineering survey.,0,9812,,,"Uses metric conversion factor of 0.914398 metres per yard exactly. If using Oblique Mercator method (code 9815), Ec=472854.710m, Nc=442420.693m.",Defence Geographic Centre,OGP,2006-08-14,2006.730,1,0
19873,Noumea Lambert,conversion,,,,,2823,"Large scale topographic mapping, cadastral and engineering survey.",0,9802,,,Applications unable to define parameter values in decimal seconds should use the Noumea Lambert 2 projection which gives the same conversion results.,"Service Topographique de la Nouvelle Caledonie, Direction des Infrastructures, de la Topografie et des Transports Terrestres. www.ditttt.gouv.nc",OGP,2006-07-21,,1,0
19874,Noumea Lambert 2,conversion,,,,,2823,"Large scale topographic mapping, cadastral and engineering survey.",0,9802,,,Variant of Noumea Lambert (proj code 19873) defined for applications unable to define parameter values in decimal seconds. Gives same conversion results.,"Service Topographique de la Nouvelle Caledonie, Direction des Infrastructures, de la Topografie et des Transports Terrestres. www.ditttt.gouv.nc",OGP,2006-07-21,,1,0
19875,Ontario MNR Lambert,conversion,,,,,1367,Province-wide mapping.,0,9802,,,One of a number of similar projections used by Ontario MNR.,Ontario Ministry of Natural Resources via Conservation Ontario.,OGP,2008-03-14,2007.075,1,0
19876,ST74,conversion,,,,,3408,"Large scale topographic mapping, cadastral and engineering survey.",,9807,,,Replaced by County ST74 (proj code 3853).,"Lantmateriat, www.lantmateriat.se, SWEPOS pages.",OGP,2009-02-10,2008.111,1,0
19877,Faroe Lambert fk89,conversion,,,,,3248,Cadastral survey.,0,9826,,,,KMS,OGP,2006-08-04,,1,0
19878,Vanua Levu Grid,conversion,,,,,3401,"Topographic mapping, engineering and cadastral survey.",0,9833,,,Original definition is in chains (1 chain = 100 links).,"Department of Lands and Survey, Fiji.",OGP,2006-07-19,,1,0
19879,Viti Levu Grid,conversion,,,,,3195,"Topographic mapping, engineering and cadastral survey.",0,9806,,,Original definition is in chains (1 chain = 100 links).,"Department of Lands and Survey, Fiji.",OGP,2006-07-19,,1,0
19880,Fiji Map Grid,conversion,,,,,1094,"Topographic mapping, engineering and cadastral survey.",0,9807,,,Supersedes Viti Levu Grid and Vanua Levu Grid (codes 19878-79).,"Department of Lands and Survey, Fiji.",OGP,2006-07-19,,1,1
19881,Alberta 10-degree TM (Forest),conversion,,,,,2376,Province-wide mapping.,0,9807,,,,"Government of Alberta, Department of Alberta Agriculture Food and Rural Development.",OGP,2006-06-17,,1,0
19882,Alberta 10-degree TM (Resource),conversion,,,,,2376,Small scale province-wide mapping.,0,9807,,,Has negative easting coordinates in western Alberta. For an alternative with positive coordinates see Alberta 10-degree TM (Forest) (code 19881).,"Government of Alberta, Department of Alberta Agriculture Food and Rural Development.",OGP,2006-06-17,,1,0
19883,World Mercator,conversion,,,,,3391,Very small scale mapping.,0,9804,,,,OGP,OGP,2006-06-02,,1,0
19884,Caspian Sea Mercator,conversion,,,,,1291,Nautical charts and navigation,0,9805,,,,Main Department of Navigation & Oceanography of the USSR Ministry of Defence.,OGP,2006-05-08,,1,0
19885,Kelantan Grid,conversion,,,,,3384,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station P243 at B. Polis Melor, Kota Bahuru. Offset from old grid origin: 13227.851m east, 8739.894m north.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19886,Perak Grid,conversion,,,,,3383,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station TG26 at Gunung Larut Hiijau, Taiping. Offset from old grid origin is -1.769m east, 0.994m north.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19887,Kedah and Perlis Grid,conversion,,,,,3382,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station TG35 at Gunung Perak, Kuala Muda.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19888,Pinang Grid,conversion,,,,,3381,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station P314 at TLDM Georgetown. Offset from old grid origin is -23.414m east, 62.2832m north.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19889,Terengganu Grid,conversion,,,,,3380,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station P253 at Kg. Matang, Hulu Terenganu. Offset from old grid origin: 19594.245m east, 3371.895m north.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19890,Selangor Grid,conversion,,,,,3379,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station 251D at Felda Soeharto, K. Kuba Baharu. Offset from old grid origin is -13076.704m east, 503.095m north.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19891,Pahang Grid,conversion,,,,,3378,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station GP31 at Sek. Ren. Keb. Kuala Mai, Jerantut. Offset from old grid origin is -7368.228m east, 6485.858m north.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19892,Sembilan and Melaka Grid,conversion,,,,,3377,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station GP10 at K. Perindustrian Senawang, Seremban. Offset from old grid origin: 3915.790m east, -3292.026m north.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19893,Johor Grid,conversion,,,,,3376,Large and medium scale topographic mapping and engineering survey.,0,9806,,,"Origin is station GP58 at Institut Haiwan, Kluang. Offset from old grid origin is -14810.562m east, 8758.320m north.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
19894,East Malaysia BRSO,conversion,,,,,1851,Large and medium scale topographic mapping and engineering survey.,0,9812,,,"If using Oblique Mercator method (code 9815), Ec=590521.147 m, Nc=442890.861 m.",GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my,OGP,2006-03-16,,1,0
